 ,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
90,90,green cross medical clinic and pharmacy,168 street,Surrey,bc,V3S3Y2,,,,,No,,49.117839,-122.756821
91,91,guildford medical clinic,104 avenue,Surrey,bc,V3R1M3,,,,,No,,49.191481,-122.815324
92,92,hastings sunrise medical clinic,east hastings street,Vancouver,bc,V5L1V4,,,,,No,,49.280892,-123.058284
93,93,healthvue medical clinic,cambie road,Richmond,bc,V6X1L5,,,,,No,,49.184268,-123.09342
94,94,healthway medical clinic,fraser highway,Langley,bc,V3A4E4,,,,,No,,49.106097,-122.662619
95,95,highgate medical clinic,kingsway,Burnaby,bc,V5E1G3,,,,,No,,49.218204,-122.955384
96,96,highroads medical clinics,louie drive,Tsinstikeptum  9,bc,V4T3E6,,,,,No,,49.83911,-119.6125
97,97,hillside medical clinic,summit drive,Kelowna,bc,V1V3E9,,,,,No,,49.901555,-119.453356
98,98,hilltop medical clinic,16 avenue,Surrey,bc,V4A0C1,,,,,No,,49.031121,-122.798056
99,99,horizon access clinic,sunset drive,Chilliwack,bc,V2P3X8,,,,,No,,49.168381,-121.967945
100,100,ihealthmd medical centre,lonsdale avenue n,North Vancouver,bc,V7M3H6,,,,,No,,49.319278,-123.071895
101,101,integrated wellness medical clinic,marine drive,North Vancouver,bc,V7P1S8,,,,,No,,49.324316,-123.105667
102,102,j-von medical centre,beresford street,Burnaby,bc,V5H0B8,,,,,No,,49.225261,-123.003865
103,103,james bay medical treatment centre,menzies street,Victoria,bc,V8V2G7,,,,,No,,48.415986,-123.373591
104,104,jubilee medical clinic and treatment centre,richmond road,Victoria,bc,V8R4Y2,,,,,No,,48.429847,-123.330528
105,105,kamloops urgent care clinic,columbia street w,Kamloops,bc,V2C1L2,,,,,No,,50.669103,-120.356233
106,106,keefer medical clinic,keefer street,Vancouver,bc,V6A1X4,,,,,No,,49.279292,-123.101951
107,107,kensington walk-in and paediatric medical clinic,hastings street,Burnaby,bc,V5B1S2,,,,,No,,49.279428,-122.968239
108,108,kerrisdale medical clinic,west 42 avenue,Vancouver,bc,V6M2B4,,,,,No,,49.233569,-123.154106
109,109,khatsahlano medical clinics,cook street,Victoria,bc,V8V3X3,,,,,No,,48.413923,-123.356852
110,110,khazamipour medical services,cook road,Richmond,bc,V6Y1T9,,,,,No,,49.166534,-123.13489
111,111,kinetic energy health and wellness centre,lansdowne street,Kamloops,bc,V2C1Y4,,,,,No,,50.67706,-120.3295
112,112,kootenay lake medical clinic,lakeside drive,Nelson,bc,V1L5Z3,,,,,No,,49.49869,-117.2889
113,113,kwantlen medical clinic,72 avenue,Surrey,bc,V3W2M9,,,,,No,,49.13365,-122.867417
114,114,lake country family practice,pollard road,Lake Country,bc,V4V1V7,,,,,No,,50.025931,-119.405559
115,115,lakeshore medical centre,baron road,Kelowna,bc,V1X7W3,,,,,No,,49.881024,-119.431768
116,116,lansdowne treatment centre,hillside avenue,Victoria,bc,V8T5G1,,,,,No,,48.445104,-123.334011
117,117,live well medical centre,no 3 road,Richmond,bc,V6Y2E8,,,,,No,,49.148846,-123.136661
118,118,lonsdale medical clinics,lonsdale avenue n,North Vancouver,bc,V7M2K2,,,,,No,,49.327193,-123.071945
119,119,loyal medical clinic,west georgia street,Vancouver,bc,V6E3P1,,,,,No,,49.285409,-123.12195
120,120,lynn valley medical and travel clinic,lynn valley road,North Vancouver,bc,V7J2A2,,,,,No,,49.33592,-123.0412
121,121,manchenda medical clinic,king george boulevard,Surrey,bc,V3W2T2,,,,,No,,49.13988,-122.8432
122,122,mango medical clinic,beresford street,Burnaby,bc,V5H0E7,,,,,No,,49.226057,-123.005725
123,123,maple medical clinic,west broadway,Vancouver,bc,V6J1Z6,,,,,No,,49.263854,-123.151159
124,124,marine gateway medical clinic,sw marine drive,Vancouver,bc,V5X0C4,,,,,No,,49.210379,-123.11683
125,125,matters of health medical clinic,west boulevard,Vancouver,bc,V6M3W6,,,,,No,,49.235586,-123.155556
126,126,mckim cottage,eleventh st,Nelson,bc,V1L7A6,,,,,No,,49.508589,-117.267255
127,127,md medical centre,louie drive,Tsinstikeptum  9,bc,V4T3E1,,,,,No,,49.83547,-119.6209
128,128,medi-kel,ellis street,Kelowna,bc,V1Y8M9,,,,,No,,49.883419,-119.493432
129,129,medical arts centre,south terminal avenue,Nanaimo,bc,V9R5E2,,,,,No,,49.16431,-123.9333
130,130,mega fu medical,alderbridge way,Richmond,bc,V6X0N1,,,,,No,,49.178089,-123.119861
131,131,mercy medical clinic,120 street,Delta,bc,V4E2B1,,,,,No,,49.132875,-122.892594
132,132,mid-main community health centre,main street,Vancouver,bc,V5V3P2,,,,,No,,49.249493,-123.100611
133,133,mile zero clinic,8 street,Dawson Creek,bc,V1G3P8,,,,,No,,55.757051,-120.222749
134,134,mission hills medical clinic,lougheed highway,Mission,bc,V2V0C8,,,,,No,,49.133002,-122.32574
135,135,mission medical centre,richter street,Kelowna,bc,V1W4V5,,,,,No,,49.85784,-119.4897
136,136,moss rock medical centre,fairfield road,Victoria,bc,V8V4W3,,,,,No,,48.415738,-123.349207
137,137,mount ida medical centre,trans canada highway sw,Salmon Arm,bc,V1E1V4,,,,,No,,50.699561,-119.287604
138,138,mount seymour medical clinic,seymour boulevard,Seymour Creek 2,bc,V7J2J4,,,,,No,,49.311582,-123.024409
139,139,murals medical clinic,fraser highway,Langley,bc,V3A8M6,,,,,No,,49.090915,-122.606243
140,140,nechako medical clinic,15 avenue,Prince George,bc,V2L3X3,,,,,No,,53.91085,-122.7588
141,141,new pitt meadows medical clinic,harris road,Pitt Meadows,bc,V3Y2E9,,,,,No,,49.224038,-122.690225
142,142,newgen medical centre,king george boulevard,Surrey,bc,V3X1G1,,,,,No,,49.117601,-122.845853
143,143,north nanaimo medical clinic,north island highway,Nanaimo,bc,V9T6N8,,,,,No,,49.237763,-124.051975
144,144,north okanagan medical clinic,anderson way,Vernon,bc,V1T9V1,,,,,No,,50.28442,-119.2721
145,145,north peace primary care clinic,96 street,Fort St. John,bc,V1J3P3,,,,,No,,56.247514,-120.839694
146,146,northern health authority,5 avenue,Valemount,bc,V0E2Z0,,,,,No,,52.83176,-119.2739
147,147,northshore medical clinic,marine drive,North Vancouver,bc,V7P1T1,,,,,No,,49.323377,-123.106579
148,148,oak bay medical clinic,oak bay avenue,Victoria,bc,V8R1B2,,,,,No,,48.426478,-123.334374
149,149,ocean medical,marine drive,West Vancouver,bc,V7V1J6,,,,,No,,49.328678,-123.163856
150,150,old orchard medical clinic,kingsway,Burnaby,bc,V5H2A1,,,,,No,,49.231407,-123.005129
151,151,orchard medical centre,cooper road,Kelowna,bc,V1Y8K5,,,,,No,,49.877565,-119.443356
152,152,pacific medical clinic,fraser street,Vancouver,bc,V5W3A1,,,,,No,,49.2286,-123.090632
153,153,panorama village medical clinic,56 avenue,Surrey,bc,V3S9A5,,,,,No,,49.10554,-122.8027
154,154,park and tilford medical treatment centre,brooksbank avenue n,North Vancouver,bc,V7J3S8,,,,,No,,49.308678,-123.04047
155,155,parker place medical clinic,no 3 road,Richmond,bc,V6X3V7,,,,,No,,49.18167,-123.1347
156,156,parkway medical clinic,langford parkway,Langford,bc,V9B4V5,,,,,No,,48.441396,-123.504347
157,157,peach city medical and urgent care clinic,main street,Penticton,bc,V2A6W6,,,,,No,,49.472813,-119.583878
158,158,pemberton marine medical clinic,marine drive,North Vancouver,bc,V7P1T2,,,,,No,,49.32489,-123.1098
159,159,peninsula medical clinic,24 avenue,Surrey,bc,V4A2J2,,,,,No,,49.045582,-122.796387
160,160,plateau medical clinic,parkway boulevard,Coquitlam,bc,V3E3J7,,,,,No,,49.297014,-122.803349
161,161,point grey medical clinic,west 10 avenue,Vancouver,bc,V6R2H9,,,,,No,,49.26383,-123.207511
162,162,primecare medical centre,edmonds street,Burnaby,bc,V3N1A7,,,,,No,,49.218846,-122.951615
163,163,pure care clinic,dewdney trunk road,Maple Ridge,bc,V2X5Z6,,,,,No,,49.219791,-122.600013
164,164,qe park medical clinic,cambie street,Vancouver,bc,V5Z2X8,,,,,No,,49.249473,-123.115216
165,165,quadra village medical clinic,quadra street,Victoria,bc,V8T4E4,,,,,No,,48.438086,-123.358897
166,166,quinsam medical group,hilchey road,Campbell River,bc,V9W0A2,,,,,No,,49.973673,-125.245769
167,167,rai medical clinic,120 street,Delta,bc,V4E2A8,,,,,No,,49.128771,-122.89095
168,168,richmond central medical clinic,westminster highway,Richmond,bc,V6X1A4,,,,,No,,49.170249,-123.136592
169,169,richmond in-store medical clinic,no 3 road,Richmond,bc,V6X2C4,,,,,No,,49.179216,-123.138509
170,170,ridge meadows care clinic,lougheed highway,Pitt Meadows,bc,V3Y2W1,,,,,No,,49.22004,-122.6718
171,171,river city medical clinic,island highway,Campbell River 11,bc,V9W2E3,,,,,No,,50.036017,-125.248484
172,172,robson medical centre,robson street,Vancouver,bc,V6B6A1,,,,,No,,49.278437,-123.115388
173,173,rosedale medical associates,rosedale avenue,Summerland,bc,V0H1Z0,,,,,No,,49.601216,-119.677714
174,174,royal columbia medical clinic,east columbia street,New Westminster,bc,V3L3W5,,,,,No,,49.225627,-122.892883
175,175,saanich plaza medical clinic,blanshard street,Saanich,bc,V8X1W3,,,,,No,,48.456348,-123.374168
176,176,safa medical clinic,202 street,Langley,bc,V1M4A7,,,,,No,,49.165841,-122.662404
177,177,saik'uz first nation,patrick street,Stony Creek 1,bc,V0J3A1,,,,,No,,53.941923,-124.102601
178,178,salmon arm medical clinic,hudson avenue ne,Salmon Arm,bc,V1E4N8,,,,,No,,50.703316,-119.278208
179,179,salveo medical clinic,ferry avenue,Prince George,bc,V2N5E8,,,,,No,,53.887457,-122.769326
180,180,sandspit medical clinic,copper bay road,Skeena-Queen Charlotte E,bc,V0T1T0,,,,,No,,53.243312,-131.817065
181,181,sea to sky walk in clinic,glenalder place,Squamish,bc,V8B0G2,,,,,No,,49.73649,-123.1339
182,182,seymour health centre,west 7 avenue,Vancouver,bc,V6J1S3,,,,,No,,49.26514,-123.1405
183,183,shelbourne medical clinic,shelbourne street,Saanich,bc,V8P5G8,,,,,No,,48.448582,-123.333229
184,184,shoreline medical,bevan avenue,Sidney,bc,V8L4M9,,,,,No,,48.647652,-123.401503
185,185,shuswap providence medical clinic,10 avenue sw,Salmon Arm,bc,V1E3J9,,,,,No,,50.694848,-119.318555
186,186,sicamous medical clinic,finlayson street,Sicamous,bc,V0E2V0,,,,,No,,50.836895,-118.98931
187,187,simply wellness,kingsway,Vancouver,bc,V5N2S7,,,,,No,,49.246217,-123.067617
188,188,sina pharmacy and health centre,smithe street,Vancouver,bc,V6B6H1,,,,,No,,49.279476,-123.11935
189,189,soltani medical clinic,lougheed highway,Port Coquitlam,bc,V3B5Y9,,,,,No,,49.27426,-122.7901
190,190,south surrey medical clinic,26 avenue,Surrey,bc,V3Z2N6,,,,,No,,49.048561,-122.783332
191,191,south vancouver medical clinic,marine drive se,Vancouver,bc,V5X2S5,,,,,No,,49.20884,-123.0993
192,192,spall medical centre,harvey avenue,Kelowna,bc,V1Y8J8,,,,,No,,49.882804,-119.453794
193,193,spring medical centre,lougheed highway,Burnaby,bc,V5C3Z2,,,,,No,,49.266808,-123.004908
194,194,station square medical clinic,mckay avenue,Burnaby,bc,V5H4L7,,,,,No,,49.227868,-123.004463
195,195,sterling centre clinic,25 avenue,Vernon,bc,V1T1P1,,,,,No,,50.260402,-119.275113
196,196,stevenson open access clinic,vedder road,Chilliwack,bc,V2R0J2,,,,,No,,49.124465,-121.959141
197,197,sullivan medical clinic,56 avenue,Surrey,bc,V3S0X9,,,,,No,,49.104505,-122.798666
198,198,sun peaks community health centre,creekside way,Sun Peaks Mountain,bc,V0E5N0,,,,,No,,50.88453,-119.8904
199,199,sunwood medical clinic,lougheed highway,Coquitlam,bc,V3B1C5,,,,,No,,49.274,-122.7944
200,200,tenth street medicentre,tenth street,New Westminster,bc,V3M3X4,,,,,No,,49.201215,-122.916095
201,201,the bridge medical clinic,glenmore road,Strathcona D (Oyster Bay - Buttle Lake),bc,V9H1E1,,,,,No,,49.869856,-125.129046
202,202,the clinic at clayton heights,188 street,Surrey,bc,V4N6R4,,,,,No,,49.132924,-122.701348
203,203,the divisions of family practice,vedder road,Chilliwack,bc,V2R4G5,,,,,No,,49.16583,-121.9626
204,204,the doctors' office,west broadway,Vancouver,bc,V5Z4J7,,,,,No,,49.263577,-123.121538
205,205,tillicum medical clinic,tillicum road,Saanich,bc,V9A7C5,,,,,No,,48.45447,-123.3949
206,206,town plaza medical clinic,main street,Whistler,bc,V0N1B4,,,,,No,,50.117232,-122.955944
207,207,towne centre medical clinic,dobbin road,West Kelowna,bc,V4T2E9,,,,,No,,49.82718,-119.6288
208,208,triton medical clinic,88 avenue,Surrey,bc,V3W3J7,,,,,No,,49.16434,-122.8753
209,209,turtle bay medical clinic,oceola road,Lake Country,bc,V4V2T5,,,,,No,,50.05433,-119.412485
210,210,ultima medical services,dunsmuir street,Vancouver,bc,V7X1L4,,,,,No,,49.2864911,-123.1213
211,211,una medical clinic,west 15 avenue,Vancouver,bc,V6H1R7,,,,,No,,49.257857,-123.127501
212,212,university of northern british columbia,university way,Prince George,bc,V2N4Z9,,,,,No,,53.8922,-122.8134
213,213,university village medical,allison road,Greater Vancouver A,bc,V6T1T5,,,,,No,,49.266463,-123.242117
214,214,uptown medical clinic,saanich road,Saanich,bc,V8X1W7,,,,,No,,48.45517,-123.3744
215,215,valley centre medical clinic,willowbrook drive,Langley,bc,V2Y1A7,,,,,No,,49.11821,-122.673359
216,216,valleyview treatment centre,cowichan bay road,Cowichan Valley C,bc,V0R1L0,,,,,No,,48.710695,-123.607747
217,217,vancouver coastal health,wesbrook mall,Greater Vancouver A,bc,V6T1Z3,,,,,No,,49.2640819,-123.2462781
218,218,veralife health centre,72 avenue,Surrey,bc,V3S2G2,,,,,No,,49.133691,-122.801946
219,219,victoria mental health centre,trent street,Victoria,bc,V8R4Z3,,,,,No,,48.43242,-123.323847
220,220,viva care,mount lehman road,Abbotsford,bc,V4X0B3,,,,,No,,49.05795,-122.3783
221,221,wallace street medical clinic,wallace street,Nanaimo,bc,V9R5B1,,,,,No,,49.168301,-123.94144
222,222,washington park medical clinic,ryan road,Courtenay,bc,V9N3R6,,,,,No,,49.69744,-124.9863
223,223,wave medical clinic,burrard street,Vancouver,bc,V6Z2E8,,,,,No,,49.279513,-123.12848
224,224,welcome medical clinic,6 street,Burnaby,bc,V3N3N4,,,,,No,,49.219204,-122.927954
225,225,well medical clinic,austin avenue,Coquitlam,bc,V3K3N9,,,,,No,,49.249007,-122.867352
226,226,wellness first medical clinic,no 3 road,Richmond,bc,V7A1G3,,,,,No,,49.14019,-123.1378
227,227,west coast family medical clinic,sooke road,Sooke,bc,V9Z0A5,,,,,No,,48.378844,-123.721171
228,228,west coast urgent care clinic,maple way,Port Alberni,bc,V9Y0B2,,,,,No,,49.263571,-124.792035
229,229,west kelowna walk-in and family practice,louie drive,Tsinstikeptum  9,bc,V4T3K3,,,,,No,,49.8375,-119.6156
230,230,west steveston medical clinic,steveston highway,Richmond,bc,V7A5J3,,,,,No,,49.132,-123.0961
231,231,west vancouver beachside medical,bellevue avenue,West Vancouver,bc,V7T1C3,,,,,No,,49.32737,-123.15454
232,232,westside medical associates,stevens road,West Kelowna,bc,V1Z2S8,,,,,No,,49.86601,-119.563434
233,233,wheelhouse integrative medical clinic,millstream road,Langford,bc,V9B3R5,,,,,No,,48.463909,-123.499077
234,234,whistler medical clinic,lorimer road,Whistler,bc,V0N1B4,,,,,No,,50.120463,-122.954906
235,235,willoughby medical centre,66 avenue,Langley,bc,V2Y1P3,,,,,No,,49.12048,-122.6614
236,236,willowbrook medical clinic,willowbrook drive,Langley,bc,V2Y1A5,,,,,No,,49.115513,-122.678664
237,237,yaletown medical clinic,pacific boulevard,Vancouver,bc,V6Z2V1,,,,,No,,49.273447,-123.12342
238,238,yates and quadra integrated health centre,yates street,Victoria,bc,V8V4X3,,,,,No,,48.42563,-123.358744
239,239,yyoung medical clinic and pharmacy,main street,Vancouver,bc,V5T3B5,,,,,No,,49.269917,-123.100793
240,240,altona community memorial health centre,,Altona,mb,,,,,,No,,49.107597,-97.550719
241,241,beausejour health centre,,Beausejour,mb,,,,,,No,,50.06166,-96.515192
242,242,bethesda regional health centre,henry st,Steinbach,mb,R5G0P9,,,,,No,,49.5297417,-96.6802789
243,243,breast health centre,400 tache avenue,Winnipeg,mb,R2H3C3,,,,,No,,49.8847121,-97.1233133
244,244,centre de sante st. claude health centre,,Grey,mb,,,,,,No,,49.653788,-98.344588
245,245,centre de santé notre-dame health centre,,Lorne,mb,,,,,,No,,49.532008,-98.564292
246,246,churchill health centre,la verendrye ave,Churchill,mb,R0B0E0,,,,,No,,58.7716045,-94.1702555
247,247,cranberry portage wellness centre,,Kelsey,mb,,,,,,No,,54.585535,-101.375943
248,248,davidson memorial health centre,,Cartwright-Roblin,mb,,,,,,No,,49.091939000000004,-99.334541
249,249,eden mental health centre,pembina ave,Winkler,mb,R6W1T4,,,,,No,,49.1777107,-97.9560743
250,250,eriksdale medical clinic,railway avenue,West Interlake,mb,,,,,,No,,50.8635647,-98.1049507
251,251,eveline street clinic,eveline street,Selkirk,mb,,,,,,No,,50.1299913,-96.8857792
252,252,gladstone health centre,,WestLake-Gladstone,mb,,,,,,No,,50.225025,-98.943426
253,253,grandview health centre,,Grandview,mb,,,,,,No,,51.179309,-100.699876
254,254,hamitoa health centre,,Hamiota,mb,,,,,,No,,50.182126,-100.589744
255,255,ilford community health centre,,Ilford,mb,,,,,,No,,56.067745,-95.600435
256,256,kin place primary health care centre,main street,Springfield,mb,,,,,,No,,49.9443501,-96.840926
257,257,lac du bonnet health centre,,Lac du Bonnet,mb,,,,,,No,,50.253,-96.060223
258,258,lac du bonnet primary health clinic,mcintosh st,Lac du Bonnet,mb,,,,,,No,,50.2528364,-96.0612718
259,259,leaf rapids health centre,,Leaf Rapids,mb,,,,,,No,,56.463351,-100.0107
260,260,lundar health centre – nurse practitioner clinic,1 street s,Coldwell,mb,,,,,,No,,50.6938986,-98.0386811
261,261,pan am clinic,poseidon bay,Winnipeg,mb,R3M3E4,,,,,No,,49.853271,-97.1729129
262,262,pikwitonei health centre,,"Division No. 22, Unorganized",mb,,,,,,No,,55.595632,-97.087572
