 ,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
62,62,park place seniors living inc. — benevolence care centre,,Edmonton,ab,T5P3S7,,,,,No,,NA,NA
63,63,park place seniors living inc. — devonshire care centre,,Edmonton,ab,T6R3H2,,,,,No,,NA,NA
64,64,park place seniors living inc. — generations,,Calgary,ab,T3N1S3,,,,,No,,NA,NA
65,65,park place seniors living inc. — hardisty care centre,,Edmonton,ab,T6A0H5,,,,,No,,NA,NA
66,66,park place seniors living inc. — newport harbour care centre,,Calgary,ab,T3K6B4,,,,,No,,NA,NA
67,67,park place seniors living inc. — river ridge seniors village,,Medicine Hat,ab,T1A8V1,,,,,No,,NA,NA
68,68,points west living grande prairie,,Grande Prairie,ab,T8V3G9,,,,,No,,NA,NA
69,69,qualicare ltd. — citadel care centre,,St. Albert,ab,T8N7K8,,,,,No,,NA,NA
70,70,qualicare ltd. — jubilee lodge nursing home,,Edmonton,ab,T6A3A8,,,,,No,,NA,NA
71,71,qualicare ltd. — northcott care centre,,Ponoka,ab,T4J1P4,,,,,No,,NA,NA
72,72,qualicare ltd. — rivercrest care centre,,Fort Saskatchewan,ab,T8L2A5,,,,,No,,NA,NA
73,73,radway continuing care centre,,,ab,T0A2V0,,,,,No,,NA,NA
74,74,retirement concepts — millrise place,,Calgary,ab,T2Y5B9,,,,,No,,NA,NA
75,75,revera inc. — bow crest care centre,,Calgary,ab,T3B0C7,,,,,No,,NA,NA
76,76,revera inc. — jasper place,,Edmonton,ab,T5R2V6,,,,,No,,NA,NA
77,77,revera inc. — mckenzie towne care centre,,Calgary,ab,T2Z4G4,,,,,No,,NA,NA
78,78,revera inc. — miller crossing,,Edmonton,ab,T5A5J4,,,,,No,,NA,NA
79,79,revera inc. — mount royal care centre,,Calgary,ab,T2T3C2,,,,,No,,NA,NA
80,80,revera inc. — riverview,,Medicine Hat,ab,T1A4C2,,,,,No,,NA,NA
81,81,revera inc. — south terrace continuing care centre,,Edmonton,ab,T6H3J4,,,,,No,,NA,NA
82,82,salem manor nursing home,,Leduc,ab,T9E6L2,,,,,No,,NA,NA
83,83,shepherd’s care foundation — eden house,,Edmonton,ab,T6J5S4,,,,,No,,NA,NA
84,84,shepherd’s care foundation — kensington campus,,Edmonton,ab,T5L5B1,,,,,No,,NA,NA
85,85,shepherd’s care foundation — millwoods campus,,Edmonton,ab,T6K2R1,,,,,No,,NA,NA
86,86,sherwood care,,,ab,T8A0X1,,,,,No,,NA,NA
87,87,smoky lake continuing care centre,,Smoky Lake,ab,T0A3C0,,,,,No,,NA,NA
88,88,st. michael’s long term care centre,,Edmonton,ab,T5C3H7,,,,,No,,NA,NA
89,89,sunnyside care centre,,Medicine Hat,ab,T1A5G1,,,,,No,,NA,NA
90,90,the bethany group — bethany meadows,,Camrose,ab,T4V1Y6,,,,,No,,NA,NA
91,91,the bethany group — louise jensen care centre,,Camrose,ab,T4V4P8,,,,,No,,NA,NA
92,92,the bethany group — rosehaven care centre,,Camrose,ab,T4V1Y6,,,,,No,,NA,NA
93,93,the brenda strafford foundation ltd. — bow view manor,,Calgary,ab,T3B0K7,,,,,No,,NA,NA
94,94,the brenda strafford foundation ltd. — clifton manor,,Calgary,ab,T2A0A8,,,,,No,,NA,NA
95,95,the brenda strafford foundation ltd. — wentworth manor - the court,,Calgary,ab,T3H3M2,,,,,No,,NA,NA
96,96,the good samaritan society — dr. gerald zetter care centre,71 ave,Edmonton,ab,T6E5J2,,,,,No,,53.5072809,-113.477577
97,97,the good samaritan society — mill woods centre,,Edmonton,ab,T6L7A4,,,,,No,,NA,NA
98,98,the good samaritan society — pembina village,,,ab,T0E0T0,,,,,No,,NA,NA
99,99,the good samaritan society — rocky mountain house clearwater centre,,Rocky Mountain House,ab,T4T1W2,,,,,No,,NA,NA
100,100,the good samaritan society — south ridge village,,Medicine Hat,ab,T1B4P1,,,,,No,,NA,NA
101,101,the good samaritan society — southgate care centre,,Edmonton,ab,T6J2P1,,,,,No,,NA,NA
102,102,the good samaritan society — stony plain care centre,,Stony Plain,ab,T7Z1P9,,,,,No,,NA,NA
103,103,touchmark at wedgewood,,Edmonton,ab,T6M2Y5,,,,,No,,NA,NA
104,104,travois holdings ltd. — glamorgan care centre,,Calgary,ab,T3E4Z5,,,,,No,,NA,NA
105,105,travois holdings ltd. — mayfair care centre,,Calgary,ab,T2V2X1,,,,,No,,NA,NA
106,106,vegreville care centre,,Vegreville,ab,T9C0A1,,,,,No,,NA,NA
107,107,venta care centre,,Edmonton,ab,T5E4K3,,,,,No,,NA,NA
108,108,westview care community,,Linden,ab,T0M1J0,,,,,No,,NA,NA
109,109,willow creek continuing care centre,,Claresholm,ab,T0L0T0,,,,,No,,NA,NA
110,110,wing kei — care centre,,Calgary,ab,T2E2R4,,,,,No,,NA,NA
111,111,wing kei — greenview,,Calgary,ab,T2E7Y6,,,,,No,,NA,NA
112,112,115th residence,115 ave,Dawson Creek,bc,V1G3C7,,,,,No,,55.7455893,-120.2501096
113,113,11a home,11a ave,Delta,bc,V4M1Z7,,,,,No,,49.0241528,-123.0812712
114,114,1220 east 14th,14 st e,North Vancouver,bc,V7J1K2,,,,,No,,49.3209903,-123.0404142
115,115,122nd avenue home,122 ave,Maple Ridge,bc,V2X3X8,,,,,No,,49.2244182,-122.6062374
116,116,123rd home,123 ave,Maple Ridge,bc,V2X4B2,,,,,No,,49.2259116,-122.6427073
117,117,13333 - 20th avenue,20 ave,Surrey,bc,V4A1Z3,,,,,No,,49.038953,-122.852582
118,118,1416 residence,102 ave,Dawson Creek,bc,V1G2C9,,,,,No,,55.759787,-120.242
119,119,17th street home,17 st,Vernon,bc,V1T8R7,,,,,No,,50.273778,-119.255517
120,120,1985 treelane road,treelane rd,Campbell River,bc,V9W4G1,,,,,No,,50.025908,-125.27372
121,121,1990 treelane road,treelane rd,Campbell River,bc,V9W4E8,,,,,No,,50.026306,-125.27363
122,122,216a street,216a st,Langley,bc,V1M4C7,,,,,No,,49.1658526,-122.6236643
123,123,227th home,227 st,Maple Ridge,bc,V2X6K5,,,,,No,,49.2346071,-122.5944504
124,124,25th avenue group home,25 ave ne,Salmon Arm,bc,V1E3C7,,,,,No,,50.7177569,-119.2529612
125,125,30th street group home,30 st ne,Salmon Arm,bc,V1E2B6,,,,,No,,50.708592,-119.2511272
126,126,3381 worthington,worthington dr,Vancouver,bc,V5M3X8,,,,,No,,49.2551157,-123.0327623
127,127,35th avenue home,35 ave,Vernon,bc,V1T2R3,,,,,No,,50.2664676,-119.2434272
128,128,38th avenue group home,e 38 ave,Vancouver,bc,V5W1H8,,,,,No,,49.2364595,-123.0949445
129,129,47th avenue residence,e 47 ave,Vancouver,bc,V5P1P6,,,,,No,,49.2279307,-123.070041
130,130,4th street home,4 st n,Cranbrook,bc,V1C5V9,,,,,No,,49.5156951,-115.7487471
131,131,58th avenue home,58 ave,Abbotsford,bc,V4X2G1,,,,,No,,49.107193,-122.415845
132,132,5960 angus place,angus pl,Surrey,bc,V3S4W7,,,,,No,,49.110777,-122.747127
133,133,5984 - 191a street,191a st,Surrey,bc,V3S7N1,,,,,No,,49.1106832,-122.691835
134,134,6655a and 6655b arlington street,arlington st,Vancouver,bc,V5S3P1,,,,,No,,49.222888,-123.029207
135,135,6699 arlington,arlington st,Vancouver,bc,V5S3P1,,,,,No,,49.222641,-123.029465
136,136,7th street,7 street s,Cranbrook,bc,V1C1M7,,,,,No,,49.5020649,-115.7749363
137,137,88th,88 ave,Langley,bc,V1M2R4,,,,,No,,49.1623587,-122.5823423
138,138,917 foster,foster ave,Coquitlam,bc,V3J2L8,,,,,No,,49.2565375,-122.8710548
139,139,92a street house,92a st,Fort St. John,bc,V1J3J6,,,,,No,,56.2337165,-120.8340087
140,140,9511 steveston highway,steveston hwy,Richmond,bc,V7A1M7,,,,,No,,49.1337379,-123.1212091
141,141,95th avenue residence,95 ave,Dawson Creek,bc,V1G1K2,,,,,No,,55.7674715,-120.249386
142,142,abbott house,westholme rd,North Cowichan,bc,V9L6B4,,,,,No,,48.850301,-123.71504
143,143,acacia ty mawr,shawnigan lake rd e,Cowichan Valley B,bc,V0R2W0,,,,,No,,48.649871,-123.62358
144,144,acropolis manor,summit ave,Prince Rupert,bc,V8J4C1,,,,,No,,54.304055,-130.33
145,145,adanac house,adanac st,Victoria,bc,V8R2C4,,,,,No,,48.4350268,-123.3317071
146,146,adanac park lodge,boundary rd,Vancouver,bc,V5K4T2,,,,,No,,49.2770771,-123.0245958
147,147,adrian house,howard ave,Burnaby,bc,V5B3R6,,,,,No,,49.2756077,-122.9836654
148,148,agassiz seniors community,mackay cres,Kent,bc,V0M1A3,,,,,No,,49.2335015,-121.7681608
149,149,agecare — harmony court care centre,,Burnaby,bc,V5E3R7,,,,,No,,NA,NA
150,150,alberni-clayoquot continuing care society — echo village,,Port Alberni,bc,V9Y4X3,,,,,No,,NA,NA
151,151,alberni-clayoquot continuing care society — fir park village,,Port Alberni,bc,V9Y7Y5,,,,,No,,NA,NA
152,152,alder house,victoria dr,Vancouver,bc,V5N4M9,,,,,No,,49.2461756,-123.0655383
153,153,alexis home,alexis ave,Kamloops,bc,V2B4L1,,,,,No,,50.701098,-120.3833093
154,154,alfred adult residential,alfred ave,Smithers,bc,V0J2N0,,,,,No,,54.776614,-127.17154
155,155,alice lake place group home,alice lake pl,Coquitlam,bc,V3C5W8,,,,,No,,49.2551287,-122.813081
156,156,all care canada,,Sidney,bc,V8L2C3,,,,,No,,NA,NA
157,157,altesse,thurston st,Burnaby,bc,V5H1H7,,,,,No,,49.2343917,-123.0214555
158,158,amadeus residence,pears rd,Metchosin,bc,V9C4A2,,,,,No,,48.392091,-123.53762
159,159,amelia house,amelia ave,Sidney,bc,V8L2H6,,,,,No,,48.6589243,-123.4037832
160,160,amherst private hospital,,Vancouver,bc,V5X1X3,,,,,No,,NA,NA
161,161,amica at edgemont village,highland blvd,North Vancouver,bc,V7R0A3,,,,,No,,49.33829,-123.101
162,162,amica douglas house,douglas st,Victoria,bc,V8V2N8,,,,,No,,48.410418,-123.3692
163,163,amica lions gate,keith rd,West Vancouver,bc,V7T1M2,,,,,No,,49.3313851,-123.135713
164,164,amica on the gorge,gorge rd w,Saanich,bc,V9A1P2,,,,,No,,48.453413,-123.41963
165,165,amica west vancouver,clyde ave,West Vancouver,bc,V7T1C8,,,,,No,,49.3285716,-123.1332044
166,166,amica white rock,16 ave,Surrey,bc,V4A1R6,,,,,No,,49.0313306,-122.7979716
167,167,ananda house,e 8 ave,Vancouver,bc,V5T1V3,,,,,No,,49.263484,-123.079
168,168,anderson manor,,Victoria,bc,V8V4C8,,,,,No,,NA,NA
169,169,apple gate respite home,applegate rd,Campbell River,bc,V9W7A2,,,,,No,,49.961599,-125.22528
170,170,applecross,dover rd,Nanaimo,bc,V9V1A7,,,,,No,,49.241761,-124.04279
171,171,arborwynd,112 ave,Maple Ridge,bc,V2W1P8,,,,,No,,49.2051508,-122.4709799
172,172,arbour cottage,baden powell st,Ladysmith,bc,V9G1A3,,,,,No,,48.9920971,-123.8145297
173,173,arc en ciel,irma st,Victoria,bc,V9A1S8,,,,,No,,48.4473046,-123.385387
174,174,archway house,168 st,Surrey,bc,V3S3X5,,,,,No,,49.1102944,-122.7568634
175,175,argyll lodge,106a ave,Mission,bc,V3R1T4,,,,,No,,49.158058,-122.297122
176,176,arrowsmith lodge,moilliet st,Parksville,bc,V9P1M9,,,,,No,,49.316385,-124.32359
177,177,ashley home,ashley way,Abbotsford,bc,V2S5W3,,,,,No,,49.042617,-122.313256
178,178,ashnola at the crossing,hwy 3,Okanagan-Similkameen G,bc,V0X1N1,,,,,No,,49.220572,-119.953199
179,179,aster house,aster rd,Surrey,bc,V4A1Y4,,,,,No,,49.037309,-122.789768
180,180,augustine house,arthur dr,Delta,bc,V4K5E6,,,,,No,,49.0730448,-123.0769909
181,181,avenir memory care at nanaimo,wills rd,Nanaimo,bc,V9T2K4,,,,,No,,49.21429,-124.02451
182,182,avonlea care centre ltd,blondeaux crescent,Kelowna,bc,V1Y4J7,,,,,No,,49.894147,-119.461716
183,183,axis house castlegar,columbia ave,Castlegar,bc,V1N2X5,,,,,No,,49.282833,-117.651421
184,184,axis house williams lake,renner rd,Williams Lake,bc,V2G3B3,,,,,No,,52.1100783,-122.1000214
185,185,ayre manor,ayre rd,Sooke,bc,V9Z1K1,,,,,No,,48.378338,-123.72716
186,186,azure group home,azure rd,Richmond,bc,V7C2S1,,,,,No,,49.163382,-123.1552752
187,187,baillie house,,Maple Ridge,bc,V2X7G5,,,,,No,,NA,NA
188,188,bakerview court,62a ave,Surrey,bc,V3S8S4,,,,,No,,49.11592,-122.698825
189,189,banfield pavilion,,Vancouver,bc,V5Z1M9,,,,,No,,NA,NA
190,190,banfield pavilion - vancouver general hospital,ash st,Vancouver,bc,V5Z1M9,,,,,No,,49.2611939,-123.1187682
191,191,bannister drive residence,bannister dr,Mission,bc,V2V5X4,,,,,No,,49.1580908,-122.296432
192,192,banyan house,rupert st,Vancouver,bc,V5R2H4,,,,,No,,49.24762,-123.0333789
193,193,baptist housing ministries — sun pointe village,,Kelowna,bc,V1X7W8,,,,,No,,NA,NA
194,194,baptist housing ministries — the heights at mt. view,,Victoria,bc,V8Z4C4,,,,,No,,NA,NA
195,195,baptist housing ministries — village at mill creek,,Kelowna,bc,V1Y5Y5,,,,,No,,NA,NA
196,196,baptist housing ministries — village at smith creek,,,bc,V4T3C7,,,,,No,,NA,NA
197,197,barberry lodge,barberry dr,Port Coquitlam,bc,V3B1G3,,,,,No,,49.2648821,-122.75463
198,198,barclay care home ltd.,grant ave,Port Coquitlam,bc,V3B1P7,,,,,No,,49.269879,-122.768542
199,199,barlynn house,barlynn crescent,North Vancouver,bc,V7J1P6,,,,,No,,49.3286133,-123.0398721
200,200,barriere house,carlstrom rd,Barriere,bc,V0E1E0,,,,,No,,51.1768649,-120.1290682
201,201,bastion place,,Salmon Arm,bc,V1E2S5,,,,,No,,NA,NA
202,202,bayshore home,bayshore ave,Chilliwack,bc,V2R0A5,,,,,No,,49.1007302,-121.9947065
203,203,beacon community services — brentwood house,,,bc,V8M1H4,,,,,No,,NA,NA
204,204,beacon community services — sluggett house,,,bc,V8M1G5,,,,,No,,NA,NA
205,205,beacon hill villa,superior st,Victoria,bc,V8V1V1,,,,,No,,48.4180655,-123.3670916
206,206,beckley farm lodge,simcoe st,Victoria,bc,V8V4W4,,,,,No,,48.415112,-123.37239
207,207,beckman house,216 st,Maple Ridge,bc,V2X5J3,,,,,No,,49.2212835,-122.6220496
208,208,bed & breakfast,easter rd,Saanich,bc,V8X2Z8,,,,,No,,48.460699,-123.36752
209,209,belmont residence,202 st,Langley,bc,V3A1R9,,,,,No,,49.0741414,-122.6645132
210,210,belvedere seniors living — belvedere care centre,,Coquitlam,bc,V3K7B3,,,,,No,,NA,NA
211,211,belvedere seniors living — cherington place,,Chilliwack,bc,V3R2C5,,,,,No,,NA,NA
212,212,berkley care centre,burr pl,North Vancouver,bc,V7H3A5,,,,,No,,49.312278,-123.006
213,213,berman house,lakewood dr,Vancouver,bc,V5L4M8,,,,,No,,49.271922000000004,-123.062
214,214,berwick house,shelbourne st,Saanich,bc,V8N3E6,,,,,No,,48.475333,-123.33305
215,215,berwick on the lake,ross rd,Nanaimo,bc,V9T6L9,,,,,No,,49.21002,-124.00388
216,216,berwick on the park,whiteshield crescent s,Kamloops,bc,V2E2S9,,,,,No,,50.6578036,-120.3369705
217,217,berwick royal oak,elk lake dr,Saanich,bc,V8Z5M1,,,,,No,,48.5035189,-123.3868419
218,218,bethayne house,58a ave,Surrey,bc,V3S1M8,,,,,No,,49.108379,-122.740143
219,219,bethesda abbotsford home,jackson st,Abbotsford,bc,V2S2Z8,,,,,No,,49.0363142,-122.3077081
220,220,bethesda chilcotin home,chilcotin dr,Abbotsford,bc,V2T5S5,,,,,No,,49.0710888,-122.3183114
221,221,bethesda clearbrook home,willingdon cres,Abbotsford,bc,V2T1S1,,,,,No,,49.0477168,-122.3221005
222,222,bethesda langley home,93a ave,Langley,bc,V1M1B8,,,,,No,,49.1727066,-122.6550127
223,223,bethesda matsqui home,bevan ave,Abbotsford,bc,V2S1T1,,,,,No,,49.0416172,-122.3166859
224,224,bethesda richmond home,acheson road,Richmond,bc,V6Y1M9,,,,,No,,49.1598783,-123.1400007
225,225,bethesda south richmond home,springmont gate,Richmond,bc,V7E1Y4,,,,,No,,49.1340288,-123.1915231
226,226,bethesda surrey home,108 ave,Surrey,bc,V3R6C5,,,,,No,,49.1989643,-122.770158
227,227,bethesda west abbotsford home,kingfisher dr,Surrey,bc,V2T5K4,,,,,No,,49.199194,-122.770159
228,228,bethesda west clearbrook home,arbutus st,Abbotsford,bc,V2T2V8,,,,,No,,49.0446238,-122.339746
229,229,bethesda west richmond,no 1 road,Richmond,bc,V7E1S2,,,,,No,,49.1399135,-123.1809197
230,230,bevan village,bevan ave,Abbotsford,bc,V2S5G6,,,,,No,,49.0413325,-122.2992395
231,231,birch lodge,highway 6,Coldstream,bc,V1B3H4,,,,,No,,50.2203239,-119.1493654
232,232,birch station,blundell rd,Richmond,bc,V7C1H4,,,,,No,,49.1553185,-123.1682267
233,233,birchview residences,hart hwy,Prince George,bc,V2K3B3,,,,,No,,53.999924,-122.8011
234,234,birchwood house,maple crescent,Vancouver,bc,V6J4B2,,,,,No,,49.250434,-123.151
235,235,birchwood place,kofoed dr,Kitimat-Stikine E,bc,V8G3P8,,,,,No,,54.51652,-128.54583
236,236,bissette,bissette road,Kamloops,bc,V2B6L3,,,,,No,,50.7616555,-120.3440301
237,237,blenheim lodge,blenheim st,Vancouver,bc,V6L2X7,,,,,No,,49.2572761,-123.1791189
238,238,blenkinsop home,blenkinsop rd,Saanich,bc,V8P3P5,,,,,No,,48.4659403,-123.3503798
239,239,blueridge house,standish dr,North Vancouver,bc,V7H1M9,,,,,No,,49.3249901,-123.000264
240,240,bowness residence,bowness avenue,Powell River,bc,V8A3S6,,,,,No,,49.8490901,-124.5073861
241,241,bradley centre,,Chilliwack,bc,V2P1P7,,,,,No,,NA,NA
242,242,bradner house,bradner rd,Abbotsford,bc,V4X1K2,,,,,No,,49.0586,-122.425236
243,243,braemore lodge,s main st,Penticton,bc,V2A5H9,,,,,No,,49.4712603,-119.5812088
244,244,brandt's creek mews,cross road,Kelowna,bc,V1V2G2,,,,,No,,49.9200841,-119.4354247
245,245,brentwood house,stellys x rd,Central Saanich,bc,V8M1H4,,,,,No,,48.5794252,-123.4509233
246,246,bridge house,e 19 ave,Vancouver,bc,V5N2H9,,,,,No,,49.253717,-123.075
247,247,bridgit house,22 st w,North Vancouver,bc,V7M2A2,,,,,No,,49.3290462,-123.0766187
248,248,britannia lodge,victoria dr,Vancouver,bc,V5L4G2,,,,,No,,49.2751821,-123.0652695
249,249,broadway house,victoria dr,Vancouver,bc,V5N4P2,,,,,No,,49.2421167,-123.0656713
250,250,broadway pentecostal lodge,lameys mill rd,Vancouver,bc,V6H3S9,,,,,No,,49.2674372,-123.1343725
251,251,brock home,springboard pl,Langford,bc,V9B3E2,,,,,No,,48.454613,-123.51876
252,252,brocklehurst gemstone care centre,tranquille rd,Kamloops,bc,V2B3M4,,,,,No,,50.6997303,-120.3999925
253,253,brookhaven care centre,,,bc,V4T2N7,,,,,No,,NA,NA
254,254,brookhaven extended care unit and chronic behavior disorder unit,,West Kelowna,bc,V4T2N7,,,,,No,,NA,NA
255,255,brookside lodge,fraser hwy,Surrey,bc,V3S6K5,,,,,No,,49.114097,-122.681031
256,256,brookswood court,200 st,Langley,bc,V3A1K2,,,,,No,,49.0716323,-122.6690447
257,257,brookvale care centre ltd,marshall st,Kelowna,bc,V1Y2B7,,,,,No,,49.8814543,-119.4932628
258,258,bruce house,bruce court,Penticton,bc,V2A6C4,,,,,No,,49.4780038,-119.5894259
259,259,brydon house,55a ave,Langley,bc,V3A3X1,,,,,No,,49.1035697,-122.6782902
260,260,buckingham house,imperial st,Burnaby,bc,V5E1P6,,,,,No,,49.2268549,-122.9509928
261,261,buena vista lodge ltd,buena vista ave,White Rock,bc,V4B1Y2,,,,,No,,49.0242352,-122.803626
262,262,bulkley lodge,11 ave,Smithers,bc,V0J2N0,,,,,No,,54.779299,-127.15819
263,263,burde street residence,burde st,Port Alberni,bc,V9Y0A5,,,,,No,,49.241643,-124.77894
264,264,burden residential home,burden st,Prince George,bc,V2M2J8,,,,,No,,53.908657,-122.77614
265,265,burnside home,burnside rd w,Saanich,bc,V8Z1M7,,,,,No,,48.460042,-123.39956
266,266,buron healthcare group — brocklehurst gemstone care centre,,Kamloops,bc,V2B3M4,,,,,No,,NA,NA
267,267,buron healthcare group — haven hill retirement centre,,Penticton,bc,V2A4E9,,,,,No,,NA,NA
268,268,buron healthcare group — simon fraser lodge,,Prince George,bc,V2M2B3,,,,,No,,NA,NA
269,269,burquitlam lions care centre,,Coquitlam,bc,V3K6A4,,,,,No,,NA,NA
270,270,byron house,e 16 ave,Vancouver,bc,V5T2V1,,,,,No,,49.256752,-123.093
271,271,c & e home,25 st w,North Vancouver,bc,V7N2G3,,,,,No,,49.332392,-123.085
272,272,cabeldu,cabeldu cres,Delta,bc,V4E1R2,,,,,No,,49.1204814,-122.9062557
273,273,cairnsmore place,,Duncan,bc,V9L4H2,,,,,No,,NA,NA
274,274,camille house,w 15 ave,Vancouver,bc,V5Y1X7,,,,,No,,49.2577746,-123.1054368
275,275,campbell,campbell ave,Prince George,bc,V2M5A3,,,,,No,,53.900246,-122.80605
276,276,campbell home,telep ave,Maple Ridge,bc,V2X3M4,,,,,No,,49.2254665,-122.6634862
277,277,campbell house,campbell ave,Maple Ridge,bc,V2X7G6,,,,,No,,49.2241206,-122.629491
278,278,campbell street group home,campbell st,North Cowichan,bc,V9L3H8,,,,,No,,48.783462,-123.70701
279,279,camsell house,camsell cres,Richmond,bc,V7C2M9,,,,,No,,49.1698215,-123.1558957
280,280,canalta residence,110 ave,Dawson Creek,bc,V1G2W7,,,,,No,,55.750662,-120.25726
